-1.00       0.000000            1.000000            1.000000
-0.99       0.000000            1.000000            1.000000
-0.98       0.000000            1.000000            1.000000
-0.97       0.000000            1.000000            1.000000
-0.96       0.000000            1.000000            1.000000
-0.95       0.000000            1.000000            1.000000
-0.94       0.000000            1.000000            1.000000
-0.93       0.000000            1.000000            1.000000
-0.92       0.000000            1.000000            1.000000
-0.91       0.000000            1.000000            1.000000
-0.90       0.000000            1.000000            1.000000
-0.89       0.000000            1.000000            1.000000
-0.88       0.000000            1.000000            1.000000
-0.87       0.000000            1.000000            1.000000
-0.86       0.000000            1.000000            1.000000
-0.85       0.000000            1.000000            1.000000
-0.84       0.000000            1.000000            1.000000
-0.83       0.000000            1.000000            1.000000
-0.82       0.000000            1.000000            1.000000
-0.81       0.000000            1.000000            1.000000
-0.80       0.000000            1.000000            1.000000
-0.79       0.000000            1.000000            1.000000
-0.78       0.000000            1.000000            1.000000
-0.77       0.000000            1.000000            1.000000
-0.76       0.000000            1.000000            1.000000
-0.75       0.000000            1.000000            1.000000
-0.74       0.000000            1.000000            1.000000
-0.73       0.000000            1.000000            1.000000
-0.72       0.000000            1.000000            1.000000
-0.71       0.000000            1.000000            1.000000
-0.70       0.000000            1.000000            1.000000
-0.69       0.000000            1.000000            1.000000
-0.68       0.000000            1.000000            1.000000
-0.67       0.000000            1.000000            1.000000
-0.66       0.000000            1.000000            1.000000
-0.65       0.000000            1.000000            1.000000
-0.64       0.000000            1.000000            1.000000
-0.63       0.000000            1.000000            1.000000
-0.62       0.000000            1.000000            1.000000
-0.61       0.000000            1.000000            1.000000
-0.60       0.000000            1.000000            1.000000
-0.59       0.000000            1.000000            1.000000
-0.58       0.000000            1.000000            1.000000
-0.57       0.000000            1.000000            1.000000
-0.56       0.000000            1.000000            1.000000
-0.55       0.000000            1.000000            1.000000
-0.54       0.000000            1.000000            1.000000
-0.53       0.000000            1.000000            1.000000
-0.52       0.000000            1.000000            1.000000
-0.51       0.000000            1.000000            1.000000
-0.50       0.000000            1.000000            1.000000
-0.49       0.000000            1.000000            1.000000
-0.48       0.000000            1.000000            1.000000
-0.47       0.000000            1.000000            1.000000
-0.46       0.000000            1.000000            1.000000
-0.45       0.000000            1.000000            1.000000
-0.44       0.000000            1.000000            1.000000
-0.43       0.000000            1.000000            1.000000
-0.42       0.000000            1.000000            1.000000
-0.41       0.000000            1.000000            1.000000
-0.40       0.000000            1.000000            1.000000
-0.39       0.000000            1.000000            1.000000
-0.38       0.000000            1.000000            1.000000
-0.37       0.000000            1.000000            1.000000
-0.36       0.000000            1.000000            1.000000
-0.35       0.000000            1.000000            1.000000
-0.34       0.000000            1.000000            1.000000
-0.33       0.000000            1.000000            1.000000
-0.32       0.000000            1.000000            1.000000
-0.31       0.000000            1.000000            1.000000
-0.30       0.000000            1.000000            1.000000
-0.29       0.000000            1.000000            1.000000
-0.28       0.000000            1.000000            1.000000
-0.27       0.000000            1.000000            1.000000
-0.26       0.000000            1.000000            1.000000
-0.25       0.000000            1.000000            1.000000
-0.24       0.000000            1.000000            1.000000
-0.23       0.000000            1.000000            1.000000
-0.22       0.000000            1.000000            1.000000
-0.21       0.000000            1.000000            1.000000
-0.20       0.000000            1.000000            1.000000
-0.19       0.000000            1.000000            1.000000
-0.18       0.000000            1.000000            1.000000
-0.17       0.000000            1.000000            1.000000
-0.16       0.033632            0.960878            0.971897
-0.15       0.093156            0.894849            0.923709
-0.14       0.152680            0.832747            0.877453
-0.13       0.212204            0.774377            0.833067
-0.12       0.271728            0.719549            0.790497
-0.11       0.331251            0.668083            0.749685
-0.10       0.390775            0.619805            0.710577
-0.09       0.450299            0.574550            0.673118
-0.08       0.509822            0.532156            0.637255
-0.07       0.569347            0.492472            0.602938
-0.06       0.628870            0.455352            0.570115
-0.05       0.688394            0.420657            0.538737
-0.04       0.747918            0.388253            0.508757
-0.03       0.807442            0.358012            0.480126
-0.02       0.866965            0.329813            0.452799
-0.01       0.926489            0.303540            0.426731
 0.00       0.927454            0.303134            0.426325
 0.01       0.927454            0.303134            0.426325
 0.02       0.927454            0.303134            0.426325
 0.03       0.927454            0.303134            0.426325
 0.04       0.927454            0.303134            0.426325
 0.05       0.927454            0.303134            0.426325
 0.06       0.927454            0.303134            0.426325
 0.07       0.927454            0.303134            0.426325
 0.08       0.927454            0.303134            0.426325
 0.09       0.927454            0.303134            0.426325
 0.10       0.927454            0.303134            0.426325
 0.11       0.927454            0.303134            0.426325
 0.12       0.927454            0.303134            0.426325
 0.13       0.927454            0.303134            0.265572
 0.14       0.927454            0.303134            0.265572
 0.15       0.927454            0.303134            0.265572
 0.16       0.927454            0.303134            0.265572
 0.17       0.927454            0.303134            0.265572
 0.18       0.927454            0.303134            0.265572
 0.19       0.927454            0.303134            0.265572
 0.20       0.927454            0.303134            0.265572
 0.21       0.927454            0.303134            0.265572
 0.22       0.927454            0.303134            0.265572
 0.23       0.927454            0.303134            0.265572
 0.24       0.927454            0.303134            0.265572
 0.25       0.000000            0.100000            0.125000
 0.26       0.000000            0.100000            0.125000
 0.27       0.000000            0.100000            0.125000
 0.28       0.000000            0.100000            0.125000
 0.29       0.000000            0.100000            0.125000
 0.30       0.000000            0.100000            0.125000
 0.31       0.000000            0.100000            0.125000
 0.32       0.000000            0.100000            0.125000
 0.33       0.000000            0.100000            0.125000
 0.34       0.000000            0.100000            0.125000
 0.35       0.000000            0.100000            0.125000
 0.36       0.000000            0.100000            0.125000
 0.37       0.000000            0.100000            0.125000
 0.38       0.000000            0.100000            0.125000
 0.39       0.000000            0.100000            0.125000
 0.40       0.000000            0.100000            0.125000
 0.41       0.000000            0.100000            0.125000
 0.42       0.000000            0.100000            0.125000
 0.43       0.000000            0.100000            0.125000
 0.44       0.000000            0.100000            0.125000
 0.45       0.000000            0.100000            0.125000
 0.46       0.000000            0.100000            0.125000
 0.47       0.000000            0.100000            0.125000
 0.48       0.000000            0.100000            0.125000
 0.49       0.000000            0.100000            0.125000
 0.50       0.000000            0.100000            0.125000
 0.51       0.000000            0.100000            0.125000
 0.52       0.000000            0.100000            0.125000
 0.53       0.000000            0.100000            0.125000
 0.54       0.000000            0.100000            0.125000
 0.55       0.000000            0.100000            0.125000
 0.56       0.000000            0.100000            0.125000
 0.57       0.000000            0.100000            0.125000
 0.58       0.000000            0.100000            0.125000
 0.59       0.000000            0.100000            0.125000
 0.60       0.000000            0.100000            0.125000
 0.61       0.000000            0.100000            0.125000
 0.62       0.000000            0.100000            0.125000
 0.63       0.000000            0.100000            0.125000
 0.64       0.000000            0.100000            0.125000
 0.65       0.000000            0.100000            0.125000
 0.66       0.000000            0.100000            0.125000
 0.67       0.000000            0.100000            0.125000
 0.68       0.000000            0.100000            0.125000
 0.69       0.000000            0.100000            0.125000
 0.70       0.000000            0.100000            0.125000
 0.71       0.000000            0.100000            0.125000
 0.72       0.000000            0.100000            0.125000
 0.73       0.000000            0.100000            0.125000
 0.74       0.000000            0.100000            0.125000
 0.75       0.000000            0.100000            0.125000
 0.76       0.000000            0.100000            0.125000
 0.77       0.000000            0.100000            0.125000
 0.78       0.000000            0.100000            0.125000
 0.79       0.000000            0.100000            0.125000
 0.80       0.000000            0.100000            0.125000
 0.81       0.000000            0.100000            0.125000
 0.82       0.000000            0.100000            0.125000
 0.83       0.000000            0.100000            0.125000
 0.84       0.000000            0.100000            0.125000
 0.85       0.000000            0.100000            0.125000
 0.86       0.000000            0.100000            0.125000
 0.87       0.000000            0.100000            0.125000
 0.88       0.000000            0.100000            0.125000
 0.89       0.000000            0.100000            0.125000
 0.90       0.000000            0.100000            0.125000
 0.91       0.000000            0.100000            0.125000
 0.92       0.000000            0.100000            0.125000
 0.93       0.000000            0.100000            0.125000
 0.94       0.000000            0.100000            0.125000
 0.95       0.000000            0.100000            0.125000
 0.96       0.000000            0.100000            0.125000
 0.97       0.000000            0.100000            0.125000
 0.98       0.000000            0.100000            0.125000
 0.99       0.000000            0.100000            0.125000
 1.00       0.000000            0.100000            0.125000
