    -1.000            0.000000            1.000000            1.000000
    -0.990            0.000000            1.000000            1.000000
    -0.980            0.000000            1.000000            1.000000
    -0.970            0.000000            1.000000            1.000000
    -0.960            0.000000            1.000000            1.000000
    -0.950            0.000000            1.000000            1.000000
    -0.940            0.000000            1.000000            1.000000
    -0.930            0.000000            1.000000            1.000000
    -0.920            0.000000            1.000000            1.000000
    -0.910            0.000000            1.000000            1.000000
    -0.899            0.000000            1.000000            1.000000
    -0.889            0.000000            1.000000            1.000000
    -0.879            0.000000            1.000000            1.000000
    -0.869            0.000000            1.000000            1.000000
    -0.859            0.000000            1.000000            1.000000
    -0.849            0.000000            1.000000            1.000000
    -0.839            0.000000            1.000000            1.000000
    -0.829            0.000000            1.000000            1.000000
    -0.819            0.000000            1.000000            1.000000
    -0.809            0.000000            1.000000            1.000000
    -0.799            0.000000            1.000000            1.000000
    -0.789            0.000000            1.000000            1.000000
    -0.779            0.000000            1.000000            1.000000
    -0.769            0.000000            1.000000            1.000000
    -0.759            0.000000            1.000000            1.000000
    -0.749            0.000000            1.000000            1.000000
    -0.739            0.000000            1.000000            1.000000
    -0.729            0.000000            1.000000            1.000000
    -0.719            0.000000            1.000000            1.000000
    -0.709            0.000000            1.000000            1.000000
    -0.698            0.000000            1.000000            1.000000
    -0.688            0.000000            1.000000            1.000000
    -0.678            0.000000            1.000000            1.000000
    -0.668            0.000000            1.000000            1.000000
    -0.658            0.000000            1.000000            1.000000
    -0.648            0.000000            1.000000            1.000000
    -0.638            0.000000            1.000000            1.000000
    -0.628            0.000000            1.000000            1.000000
    -0.618            0.000000            1.000000            1.000000
    -0.608            0.000000            1.000000            1.000000
    -0.598            0.000000            1.000000            1.000000
    -0.588            0.000000            1.000000            1.000000
    -0.578            0.000000            1.000000            1.000000
    -0.568            0.000000            1.000000            1.000000
    -0.558            0.000000            1.000000            1.000000
    -0.548            0.000000            1.000000            1.000000
    -0.538            0.000000            1.000000            1.000000
    -0.528            0.000000            1.000000            1.000000
    -0.518            0.000000            1.000000            1.000000
    -0.508            0.000000            1.000000            1.000000
    -0.497            0.000000            1.000000            1.000000
    -0.487            0.000000            1.000000            1.000000
    -0.477            0.000000            1.000000            1.000000
    -0.467            0.000000            1.000000            1.000000
    -0.457            0.000000            1.000000            1.000000
    -0.447            0.000000            1.000000            1.000000
    -0.437            0.000000            1.000000            1.000000
    -0.427            0.000000            1.000000            1.000000
    -0.417            0.000000            1.000000            1.000000
    -0.407            0.000000            1.000000            1.000000
    -0.397            0.000000            1.000000            1.000000
    -0.387            0.000000            1.000000            1.000000
    -0.377            0.000000            1.000000            1.000000
    -0.367            0.000000            1.000000            1.000000
    -0.357            0.000000            1.000000            1.000000
    -0.347            0.000000            1.000000            1.000000
    -0.337            0.000000            1.000000            1.000000
    -0.327            0.000000            1.000000            1.000000
    -0.317            0.000001            0.999999            0.999999
    -0.307            0.000004            0.999997            0.999996
    -0.296            0.000010            0.999992            0.999989
    -0.286            0.000025            0.999979            0.999970
    -0.276            0.000063            0.999946            0.999925
    -0.266            0.000151            0.999872            0.999821
    -0.256            0.000346            0.999708            0.999591
    -0.246            0.000759            0.999359            0.999103
    -0.236            0.001594            0.998653            0.998116
    -0.226            0.003199            0.997297            0.996221
    -0.216            0.006121            0.994831            0.992779
    -0.206            0.011146            0.990598            0.986882
    -0.196            0.019298            0.983755            0.977378
    -0.186            0.031759            0.973356            0.962999
    -0.176            0.049720            0.958507            0.942588
    -0.166            0.074197            0.938549            0.915367
    -0.156            0.105908            0.913206            0.881111
    -0.146            0.145395            0.882724            0.840190
    -0.136            0.191540            0.848250            0.794245
    -0.126            0.240839            0.812426            0.747691
    -0.116            0.291530            0.776862            0.702277
    -0.106            0.342664            0.742175            0.658745
    -0.095            0.394149            0.708509            0.617328
    -0.085            0.445911            0.675957            0.578032
    -0.075            0.497630            0.644490            0.540716
    -0.065            0.549383            0.614106            0.505513
    -0.055            0.601055            0.585027            0.472542
    -0.045            0.652110            0.557338            0.441761
    -0.035            0.701929            0.531223            0.413254
    -0.025            0.749891            0.507142            0.387355
    -0.015            0.794665            0.485372            0.364284
    -0.005            0.835137            0.466377            0.344601
     0.005            0.869749            0.450431            0.328677
     0.015            0.896771            0.437688            0.316491
     0.025            0.916271            0.428738            0.308120
     0.035            0.928358            0.423249            0.302793
     0.045            0.934541            0.420195            0.299807
     0.055            0.936511            0.418232            0.298879
     0.065            0.935535            0.416373            0.299471
     0.075            0.932343            0.413914            0.301021
     0.085            0.928615            0.409459            0.302462
